image_path1,class1,image_path2,class2,label
dataset/train/56_L/56_L_1_norm.jpg,59,dataset/train/56_L/56_L_3_norm.jpg,59,1
dataset/train/56_L/56_L_1_norm.jpg,59,dataset/train/56_L/56_L_4_norm.jpg,59,1
dataset/train/56_L/56_L_5_norm.jpg,59,dataset/train/56_L/56_L_3_norm.jpg,59,1
dataset/train/56_L/56_L_5_norm.jpg,59,dataset/train/56_L/56_L_4_norm.jpg,59,1
dataset/train/56_L/56_L_3_norm.jpg,59,dataset/train/56_L/56_L_4_norm.jpg,59,1
dataset/train/57_L/57_L_1_norm.jpg,60,dataset/train/57_L/57_L_4_norm.jpg,60,1
dataset/train/57_L/57_L_1_norm.jpg,60,dataset/train/57_L/57_L_5_norm.jpg,60,1
dataset/train/57_L/57_L_1_norm.jpg,60,dataset/train/57_L/57_L_3_norm.jpg,60,1
dataset/train/57_L/57_L_4_norm.jpg,60,dataset/train/57_L/57_L_5_norm.jpg,60,1
dataset/train/57_L/57_L_4_norm.jpg,60,dataset/train/57_L/57_L_3_norm.jpg,60,1
dataset/train/57_L/57_L_5_norm.jpg,60,dataset/train/57_L/57_L_3_norm.jpg,60,1
dataset/train/93_L/93_L_2_norm.jpg,99,dataset/train/93_L/93_L_6_norm.jpg,99,1
dataset/train/93_L/93_L_2_norm.jpg,99,dataset/train/93_L/93_L_7_norm.jpg,99,1
dataset/train/93_L/93_L_2_norm.jpg,99,dataset/train/93_L/93_L_3_norm.jpg,99,1
dataset/train/93_L/93_L_6_norm.jpg,99,dataset/train/93_L/93_L_7_norm.jpg,99,1
dataset/train/93_L/93_L_6_norm.jpg,99,dataset/train/93_L/93_L_3_norm.jpg,99,1
dataset/train/93_L/93_L_7_norm.jpg,99,dataset/train/93_L/93_L_3_norm.jpg,99,1
dataset/train/66_L/66_L_5_norm.jpg,70,dataset/train/66_L/66_L_4_norm.jpg,70,1
dataset/train/66_L/66_L_5_norm.jpg,70,dataset/train/66_L/66_L_7_norm.jpg,70,1
dataset/train/66_L/66_L_5_norm.jpg,70,dataset/train/66_L/66_L_3_norm.jpg,70,1
dataset/train/66_L/66_L_4_norm.jpg,70,dataset/train/66_L/66_L_7_norm.jpg,70,1
dataset/train/66_L/66_L_4_norm.jpg,70,dataset/train/66_L/66_L_3_norm.jpg,70,1
dataset/train/66_L/66_L_7_norm.jpg,70,dataset/train/66_L/66_L_3_norm.jpg,70,1
dataset/train/1_L/1_L_4_norm.jpg,19,dataset/train/1_L/1_L_3_norm.jpg,19,1
dataset/train/1_L/1_L_4_norm.jpg,19,dataset/train/1_L/1_L_6_norm.jpg,19,1
dataset/train/1_L/1_L_4_norm.jpg,19,dataset/train/1_L/1_L_5_norm.jpg,19,1
dataset/train/1_L/1_L_3_norm.jpg,19,dataset/train/1_L/1_L_6_norm.jpg,19,1
dataset/train/1_L/1_L_3_norm.jpg,19,dataset/train/1_L/1_L_5_norm.jpg,19,1
dataset/train/1_L/1_L_6_norm.jpg,19,dataset/train/1_L/1_L_5_norm.jpg,19,1
dataset/train/34_L/34_L_1_norm.jpg,35,dataset/train/34_L/34_L_4_norm.jpg,35,1
dataset/train/34_L/34_L_1_norm.jpg,35,dataset/train/34_L/34_L_3_norm.jpg,35,1
dataset/train/34_L/34_L_1_norm.jpg,35,dataset/train/34_L/34_L_5_norm.jpg,35,1
dataset/train/34_L/34_L_4_norm.jpg,35,dataset/train/34_L/34_L_3_norm.jpg,35,1
dataset/train/34_L/34_L_4_norm.jpg,35,dataset/train/34_L/34_L_5_norm.jpg,35,1
dataset/train/34_L/34_L_3_norm.jpg,35,dataset/train/34_L/34_L_5_norm.jpg,35,1
dataset/train/5_L/5_L_5_norm.jpg,63,dataset/train/5_L/5_L_1_norm.jpg,63,1
dataset/train/5_L/5_L_5_norm.jpg,63,dataset/train/5_L/5_L_6_norm.jpg,63,1
dataset/train/5_L/5_L_5_norm.jpg,63,dataset/train/5_L/5_L_4_norm.jpg,63,1
dataset/train/5_L/5_L_1_norm.jpg,63,dataset/train/5_L/5_L_6_norm.jpg,63,1
dataset/train/5_L/5_L_1_norm.jpg,63,dataset/train/5_L/5_L_4_norm.jpg,63,1
dataset/train/5_L/5_L_6_norm.jpg,63,dataset/train/5_L/5_L_4_norm.jpg,63,1
dataset/train/43_L/43_L_4_norm.jpg,45,dataset/train/43_L/43_L_1_norm.jpg,45,1
dataset/train/43_L/43_L_4_norm.jpg,45,dataset/train/43_L/43_L_7_norm.jpg,45,1
dataset/train/43_L/43_L_4_norm.jpg,45,dataset/train/43_L/43_L_3_norm.jpg,45,1
dataset/train/43_L/43_L_1_norm.jpg,45,dataset/train/43_L/43_L_7_norm.jpg,45,1
dataset/train/43_L/43_L_1_norm.jpg,45,dataset/train/43_L/43_L_3_norm.jpg,45,1
dataset/train/43_L/43_L_7_norm.jpg,45,dataset/train/43_L/43_L_3_norm.jpg,45,1
dataset/train/28_L/28_L_2_norm.jpg,28,dataset/train/28_L/28_L_5_norm.jpg,28,1
dataset/train/28_L/28_L_2_norm.jpg,28,dataset/train/28_L/28_L_4_norm.jpg,28,1
dataset/train/28_L/28_L_2_norm.jpg,28,dataset/train/28_L/28_L_3_norm.jpg,28,1
dataset/train/28_L/28_L_5_norm.jpg,28,dataset/train/28_L/28_L_4_norm.jpg,28,1
dataset/train/28_L/28_L_5_norm.jpg,28,dataset/train/28_L/28_L_3_norm.jpg,28,1
dataset/train/28_L/28_L_4_norm.jpg,28,dataset/train/28_L/28_L_3_norm.jpg,28,1
dataset/train/104_L/104_L_6_norm.jpg,4,dataset/train/104_L/104_L_2_norm.jpg,4,1
dataset/train/104_L/104_L_6_norm.jpg,4,dataset/train/104_L/104_L_5_norm.jpg,4,1
dataset/train/104_L/104_L_6_norm.jpg,4,dataset/train/104_L/104_L_7_norm.jpg,4,1
dataset/train/104_L/104_L_2_norm.jpg,4,dataset/train/104_L/104_L_5_norm.jpg,4,1
dataset/train/104_L/104_L_2_norm.jpg,4,dataset/train/104_L/104_L_7_norm.jpg,4,1
dataset/train/104_L/104_L_5_norm.jpg,4,dataset/train/104_L/104_L_7_norm.jpg,4,1
dataset/train/32_L/32_L_3_norm.jpg,33,dataset/train/32_L/32_L_5_norm.jpg,33,1
dataset/train/32_L/32_L_3_norm.jpg,33,dataset/train/32_L/32_L_4_norm.jpg,33,1
dataset/train/32_L/32_L_3_norm.jpg,33,dataset/train/32_L/32_L_1_norm.jpg,33,1
dataset/train/32_L/32_L_5_norm.jpg,33,dataset/train/32_L/32_L_4_norm.jpg,33,1
dataset/train/32_L/32_L_5_norm.jpg,33,dataset/train/32_L/32_L_1_norm.jpg,33,1
dataset/train/32_L/32_L_4_norm.jpg,33,dataset/train/32_L/32_L_1_norm.jpg,33,1
dataset/train/39_L/39_L_4_norm.jpg,40,dataset/train/39_L/39_L_6_norm.jpg,40,1
dataset/train/39_L/39_L_4_norm.jpg,40,dataset/train/39_L/39_L_5_norm.jpg,40,1
dataset/train/39_L/39_L_4_norm.jpg,40,dataset/train/39_L/39_L_2_norm.jpg,40,1
dataset/train/39_L/39_L_6_norm.jpg,40,dataset/train/39_L/39_L_5_norm.jpg,40,1
dataset/train/39_L/39_L_6_norm.jpg,40,dataset/train/39_L/39_L_2_norm.jpg,40,1
dataset/train/39_L/39_L_5_norm.jpg,40,dataset/train/39_L/39_L_2_norm.jpg,40,1
dataset/train/61_L/61_L_7_norm.jpg,65,dataset/train/61_L/61_L_6_norm.jpg,65,1
dataset/train/61_L/61_L_7_norm.jpg,65,dataset/train/61_L/61_L_4_norm.jpg,65,1
dataset/train/61_L/61_L_7_norm.jpg,65,dataset/train/61_L/61_L_1_norm.jpg,65,1
dataset/train/61_L/61_L_6_norm.jpg,65,dataset/train/61_L/61_L_4_norm.jpg,65,1
dataset/train/61_L/61_L_6_norm.jpg,65,dataset/train/61_L/61_L_1_norm.jpg,65,1
dataset/train/61_L/61_L_4_norm.jpg,65,dataset/train/61_L/61_L_1_norm.jpg,65,1
dataset/train/72_L/72_L_6_norm.jpg,77,dataset/train/72_L/72_L_3_norm.jpg,77,1
dataset/train/72_L/72_L_6_norm.jpg,77,dataset/train/72_L/72_L_7_norm.jpg,77,1
dataset/train/72_L/72_L_6_norm.jpg,77,dataset/train/72_L/72_L_1_norm.jpg,77,1
dataset/train/72_L/72_L_3_norm.jpg,77,dataset/train/72_L/72_L_7_norm.jpg,77,1
dataset/train/72_L/72_L_3_norm.jpg,77,dataset/train/72_L/72_L_1_norm.jpg,77,1
dataset/train/72_L/72_L_7_norm.jpg,77,dataset/train/72_L/72_L_1_norm.jpg,77,1
dataset/train/36_L/36_L_2_norm.jpg,37,dataset/train/36_L/36_L_6_norm.jpg,37,1
dataset/train/36_L/36_L_2_norm.jpg,37,dataset/train/36_L/36_L_5_norm.jpg,37,1
dataset/train/36_L/36_L_2_norm.jpg,37,dataset/train/36_L/36_L_4_norm.jpg,37,1
dataset/train/36_L/36_L_6_norm.jpg,37,dataset/train/36_L/36_L_5_norm.jpg,37,1
dataset/train/36_L/36_L_6_norm.jpg,37,dataset/train/36_L/36_L_4_norm.jpg,37,1
dataset/train/36_L/36_L_5_norm.jpg,37,dataset/train/36_L/36_L_4_norm.jpg,37,1
dataset/train/42_L/42_L_5_norm.jpg,44,dataset/train/42_L/42_L_4_norm.jpg,44,1
dataset/train/42_L/42_L_5_norm.jpg,44,dataset/train/42_L/42_L_6_norm.jpg,44,1
dataset/train/42_L/42_L_5_norm.jpg,44,dataset/train/42_L/42_L_1_norm.jpg,44,1
dataset/train/42_L/42_L_4_norm.jpg,44,dataset/train/42_L/42_L_6_norm.jpg,44,1
dataset/train/42_L/42_L_4_norm.jpg,44,dataset/train/42_L/42_L_1_norm.jpg,44,1
dataset/train/42_L/42_L_6_norm.jpg,44,dataset/train/42_L/42_L_1_norm.jpg,44,1
dataset/train/59_L/59_L_4_norm.jpg,62,dataset/train/59_L/59_L_1_norm.jpg,62,1
dataset/train/59_L/59_L_4_norm.jpg,62,dataset/train/59_L/59_L_3_norm.jpg,62,1
dataset/train/59_L/59_L_4_norm.jpg,62,dataset/train/59_L/59_L_5_norm.jpg,62,1
dataset/train/59_L/59_L_1_norm.jpg,62,dataset/train/59_L/59_L_3_norm.jpg,62,1
dataset/train/59_L/59_L_1_norm.jpg,62,dataset/train/59_L/59_L_5_norm.jpg,62,1
dataset/train/59_L/59_L_3_norm.jpg,62,dataset/train/59_L/59_L_5_norm.jpg,62,1
dataset/train/105_L/105_L_4_norm.jpg,5,dataset/train/105_L/105_L_1_norm.jpg,5,1
dataset/train/105_L/105_L_4_norm.jpg,5,dataset/train/105_L/105_L_7_norm.jpg,5,1
dataset/train/105_L/105_L_4_norm.jpg,5,dataset/train/105_L/105_L_2_norm.jpg,5,1
dataset/train/105_L/105_L_1_norm.jpg,5,dataset/train/105_L/105_L_7_norm.jpg,5,1
dataset/train/105_L/105_L_1_norm.jpg,5,dataset/train/105_L/105_L_2_norm.jpg,5,1
dataset/train/105_L/105_L_7_norm.jpg,5,dataset/train/105_L/105_L_2_norm.jpg,5,1
dataset/train/15_L/15_L_3_norm.jpg,14,dataset/train/15_L/15_L_1_norm.jpg,14,1
dataset/train/15_L/15_L_3_norm.jpg,14,dataset/train/15_L/15_L_6_norm.jpg,14,1
dataset/train/15_L/15_L_3_norm.jpg,14,dataset/train/15_L/15_L_4_norm.jpg,14,1
dataset/train/15_L/15_L_1_norm.jpg,14,dataset/train/15_L/15_L_6_norm.jpg,14,1
dataset/train/15_L/15_L_1_norm.jpg,14,dataset/train/15_L/15_L_4_norm.jpg,14,1
dataset/train/15_L/15_L_6_norm.jpg,14,dataset/train/15_L/15_L_4_norm.jpg,14,1
dataset/train/26_L/26_L_2_norm.jpg,26,dataset/train/26_L/26_L_5_norm.jpg,26,1
dataset/train/26_L/26_L_2_norm.jpg,26,dataset/train/26_L/26_L_1_norm.jpg,26,1
dataset/train/26_L/26_L_2_norm.jpg,26,dataset/train/26_L/26_L_3_norm.jpg,26,1
dataset/train/26_L/26_L_5_norm.jpg,26,dataset/train/26_L/26_L_1_norm.jpg,26,1
dataset/train/26_L/26_L_5_norm.jpg,26,dataset/train/26_L/26_L_3_norm.jpg,26,1
dataset/train/26_L/26_L_1_norm.jpg,26,dataset/train/26_L/26_L_3_norm.jpg,26,1
dataset/train/21_L/21_L_4_norm.jpg,21,dataset/train/21_L/21_L_2_norm.jpg,21,1
dataset/train/21_L/21_L_4_norm.jpg,21,dataset/train/21_L/21_L_7_norm.jpg,21,1
dataset/train/21_L/21_L_4_norm.jpg,21,dataset/train/21_L/21_L_6_norm.jpg,21,1
dataset/train/21_L/21_L_2_norm.jpg,21,dataset/train/21_L/21_L_7_norm.jpg,21,1
dataset/train/21_L/21_L_2_norm.jpg,21,dataset/train/21_L/21_L_6_norm.jpg,21,1
dataset/train/21_L/21_L_7_norm.jpg,21,dataset/train/21_L/21_L_6_norm.jpg,21,1
dataset/train/27_L/27_L_2_norm.jpg,27,dataset/train/27_L/27_L_3_norm.jpg,27,1
dataset/train/27_L/27_L_2_norm.jpg,27,dataset/train/27_L/27_L_7_norm.jpg,27,1
dataset/train/27_L/27_L_2_norm.jpg,27,dataset/train/27_L/27_L_1_norm.jpg,27,1
dataset/train/27_L/27_L_3_norm.jpg,27,dataset/train/27_L/27_L_7_norm.jpg,27,1
dataset/train/27_L/27_L_3_norm.jpg,27,dataset/train/27_L/27_L_1_norm.jpg,27,1
dataset/train/27_L/27_L_7_norm.jpg,27,dataset/train/27_L/27_L_1_norm.jpg,27,1
dataset/train/22_L/22_L_1_norm.jpg,22,dataset/train/22_L/22_L_2_norm.jpg,22,1
dataset/train/22_L/22_L_1_norm.jpg,22,dataset/train/22_L/22_L_4_norm.jpg,22,1
dataset/train/22_L/22_L_1_norm.jpg,22,dataset/train/22_L/22_L_6_norm.jpg,22,1
dataset/train/22_L/22_L_2_norm.jpg,22,dataset/train/22_L/22_L_4_norm.jpg,22,1
dataset/train/22_L/22_L_2_norm.jpg,22,dataset/train/22_L/22_L_6_norm.jpg,22,1
dataset/train/22_L/22_L_4_norm.jpg,22,dataset/train/22_L/22_L_6_norm.jpg,22,1
dataset/train/76_L/76_L_7_norm.jpg,81,dataset/train/76_L/76_L_3_norm.jpg,81,1
dataset/train/76_L/76_L_7_norm.jpg,81,dataset/train/76_L/76_L_6_norm.jpg,81,1
dataset/train/76_L/76_L_7_norm.jpg,81,dataset/train/76_L/76_L_2_norm.jpg,81,1
dataset/train/76_L/76_L_3_norm.jpg,81,dataset/train/76_L/76_L_6_norm.jpg,81,1
dataset/train/76_L/76_L_3_norm.jpg,81,dataset/train/76_L/76_L_2_norm.jpg,81,1
dataset/train/76_L/76_L_6_norm.jpg,81,dataset/train/76_L/76_L_2_norm.jpg,81,1
dataset/train/11_L/11_L_7_norm.jpg,10,dataset/train/11_L/11_L_3_norm.jpg,10,1
dataset/train/11_L/11_L_7_norm.jpg,10,dataset/train/11_L/11_L_4_norm.jpg,10,1
dataset/train/11_L/11_L_7_norm.jpg,10,dataset/train/11_L/11_L_2_norm.jpg,10,1
dataset/train/11_L/11_L_3_norm.jpg,10,dataset/train/11_L/11_L_4_norm.jpg,10,1
dataset/train/11_L/11_L_3_norm.jpg,10,dataset/train/11_L/11_L_2_norm.jpg,10,1
dataset/train/11_L/11_L_4_norm.jpg,10,dataset/train/11_L/11_L_2_norm.jpg,10,1
dataset/train/30_L/30_L_2_norm.jpg,31,dataset/train/30_L/30_L_6_norm.jpg,31,1
dataset/train/30_L/30_L_2_norm.jpg,31,dataset/train/30_L/30_L_7_norm.jpg,31,1
dataset/train/30_L/30_L_2_norm.jpg,31,dataset/train/30_L/30_L_5_norm.jpg,31,1
dataset/train/30_L/30_L_6_norm.jpg,31,dataset/train/30_L/30_L_7_norm.jpg,31,1
dataset/train/30_L/30_L_6_norm.jpg,31,dataset/train/30_L/30_L_5_norm.jpg,31,1
dataset/train/30_L/30_L_7_norm.jpg,31,dataset/train/30_L/30_L_5_norm.jpg,31,1
dataset/train/9_L/9_L_3_norm.jpg,106,dataset/train/9_L/9_L_5_norm.jpg,106,1
dataset/train/9_L/9_L_3_norm.jpg,106,dataset/train/9_L/9_L_2_norm.jpg,106,1
dataset/train/9_L/9_L_3_norm.jpg,106,dataset/train/9_L/9_L_1_norm.jpg,106,1
dataset/train/9_L/9_L_5_norm.jpg,106,dataset/train/9_L/9_L_2_norm.jpg,106,1
